"","folio","fecha_creacion","hora_creacion","dia_semana","fecha_cierre","hora_cierre","incidente_c4","delegacion_inicio","latitud","longitud","codigo_cierre","clas_con_f_alarma","tipo_entrada","delegacion_cierre","ano","mes"
"9009","C5/210221/03448","21/02/2021",09:21:34,"Domingo","21/02/2021",09:53:55,"accidente-choque sin lesionados","TLALPAN",19.28952999,-99.23636016,"N","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"9010","C5/210221/03548","21/02/2021",09:45:50,"Domingo","21/02/2021",09:57:20,"lesionado-atropellado","IZTAPALAPA",19.37619999,-99.05992992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9011","C5/210221/04669","21/02/2021",13:26:54,"Domingo","21/02/2021",13:34:33,"accidente-choque con lesionados","CUAUHTEMOC",19.40815998,-99.13458996,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"9012","C5/210221/05610","21/02/2021",15:35:38,"Domingo","21/02/2021",16:01:39,"accidente-choque sin lesionados","IZTAPALAPA",19.34259003,-99.07161984,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9013","C5/210221/05613","21/02/2021",15:36:34,"Domingo","21/02/2021",15:39:58,"accidente-choque con lesionados","MIGUEL HIDALGO",19.39685004,-99.18933012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9014","C5/210221/05622","21/02/2021",15:35:22,"Domingo","21/02/2021",18:12:07,"accidente-choque sin lesionados","TLALPAN",19.26803997,-99.17074008,"N","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"9015","C5/210221/05637","21/02/2021",15:39:40,"Domingo","21/02/2021",16:26:21,"accidente-motociclista","BENITO JUAREZ",19.37496996,-99.16392996,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"9016","C5/210221/05642","21/02/2021",15:38:04,"Domingo","21/02/2021",15:43:35,"accidente-choque sin lesionados","ALVARO OBREGON",19.33126002,-99.24618996,"D","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9017","C5/210221/05651","21/02/2021",15:40:42,"Domingo","21/02/2021",15:48:42,"accidente-choque con lesionados","BENITO JUAREZ",19.37496996,-99.16392996,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"9018","C5/210221/05652","21/02/2021",15:40:35,"Domingo","21/02/2021",15:57:22,"accidente-choque sin lesionados","CUAUHTEMOC",19.41089004,-99.18096012,"D","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"9019","C5/210221/05659","21/02/2021",15:41:28,"Domingo","21/02/2021",15:57:11,"accidente-motociclista","TLALPAN",19.29193002,-99.13197996,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"9020","C5/210221/05667","21/02/2021",15:43:04,"Domingo","21/02/2021",15:48:21,"accidente-choque con lesionados","MIGUEL HIDALGO",19.39685004,-99.18933012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9021","C5/210221/06453","21/02/2021",17:39:04,"Domingo","21/02/2021",17:42:16,"accidente-choque sin lesionados","ALVARO OBREGON",19.33631001,-99.22750992,"D","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9022","C5/210221/06466","21/02/2021",17:40:42,"Domingo","21/02/2021",17:45:48,"lesionado-atropellado","GUSTAVO A. MADERO",19.48383,-99.09146016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"9023","C5/210221/06503","21/02/2021",17:44:22,"Domingo","21/02/2021",18:52:07,"accidente-choque con lesionados","IZTAPALAPA",19.37700999,-99.02098008,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9024","C5/210221/07422","21/02/2021",19:49:16,"Domingo","21/02/2021",20:38:45,"accidente-choque sin lesionados","ALVARO OBREGON",19.37512998,-99.20310984,"N","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9025","C5/210221/07424","21/02/2021",19:49:44,"Domingo","21/02/2021",19:58:39,"accidente-choque sin lesionados","TLALPAN",19.28440998,-99.16005996,"N","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"9026","CH/210221/00488","21/02/2021",00:35:36,"Domingo","21/02/2021",01:43:24,"accidente-motociclista","CUAUHTEMOC",19.405669,-99.146486,"A","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","CUAUHTEMOC",2021,2
"9027","CH/210221/00858","21/02/2021",01:02:42,"Domingo","21/02/2021",07:48:27,"accidente-choque sin lesionados","CUAUHTEMOC",19.444087,-99.141101,"A","EMERGENCIA","BOTÓN DE AUXILIO","CUAUHTEMOC",2021,2
"9028","C5/210221/00976","21/02/2021",01:11:50,"Domingo","21/02/2021",01:17:31,"lesionado-atropellado","CUAJIMALPA",19.34964,-99.304306,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAJIMALPA",2021,2
"9029","C5/210221/02055","21/02/2021",03:08:41,"Domingo","21/02/2021",03:10:02,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.44054999,-99.17616996,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9030","C5/210221/02065","21/02/2021",03:10:19,"Domingo","21/02/2021",03:12:03,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.44054999,-99.17616996,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9031","C5/210221/02095","21/02/2021",03:15:51,"Domingo","21/02/2021",03:17:41,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.44054999,-99.17616996,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9032","C5/210221/02574","21/02/2021",04:35:27,"Domingo","21/02/2021",11:26:48,"accidente-choque con lesionados","AZCAPOTZALCO",19.48238001,-99.19780992,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"9033","C5/210221/02578","21/02/2021",04:36:59,"Domingo","21/02/2021",04:42:10,"accidente-choque con lesionados","AZCAPOTZALCO",19.48238001,-99.19780992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"9034","C5/210221/02586","21/02/2021",04:39:20,"Domingo","21/02/2021",04:42:24,"accidente-choque sin lesionados","CUAUHTEMOC",19.44425997,-99.14110992,"D","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"9035","C5/210221/02587","21/02/2021",04:38:26,"Domingo","21/02/2021",07:24:42,"accidente-choque con lesionados","AZCAPOTZALCO",19.4823,-99.19751004,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"9036","C5/210221/03480","21/02/2021",09:28:23,"Domingo","21/02/2021",11:00:18,"accidente-choque sin lesionados","TLAHUAC",19.31738004,-98.96248008,"N","EMERGENCIA","LLAMADA DEL 911","TLAHUAC",2021,2
"9037","C5/210221/03488","21/02/2021",09:34:16,"Domingo","21/02/2021",11:14:42,"accidente-choque con lesionados","ALVARO OBREGON",19.372779,-99.207541,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9038","C5/210221/03490","21/02/2021",09:35:11,"Domingo","21/02/2021",09:37:23,"accidente-choque con lesionados","ALVARO OBREGON",19.372779,-99.207541,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9039","C5/210221/03496","21/02/2021",09:36:25,"Domingo","21/02/2021",09:37:59,"accidente-choque con lesionados","ALVARO OBREGON",19.37286999,-99.20674008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9040","C5/210221/03503","21/02/2021",09:37:52,"Domingo","21/02/2021",09:39:12,"accidente-choque con lesionados","ALVARO OBREGON",19.37286999,-99.20674008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9041","C5/210221/06507","21/02/2021",17:44:03,"Domingo","21/02/2021",19:14:36,"accidente-motociclista","TLALPAN",19.302615,-99.18685286,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"9042","C5/210221/06510","21/02/2021",17:44:03,"Domingo","21/02/2021",17:48:12,"accidente-motociclista","TLALPAN",19.25057997,-99.17574012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"9043","C5/210221/06523","21/02/2021",17:47:46,"Domingo","21/02/2021",19:45:47,"accidente-choque sin lesionados","IZTAPALAPA",19.37762001,-99.00987984,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9044","C5/210221/06529","21/02/2021",17:48:20,"Domingo","21/02/2021",18:02:25,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.40370154,-99.17673231,"N","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9045","C5/210221/06544","21/02/2021",17:48:50,"Domingo","21/02/2021",18:19:08,"accidente-motociclista","CUAJIMALPA",19.35474003,-99.32157,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAJIMALPA",2021,2
"9046","C5/210221/06548","21/02/2021",17:51:24,"Domingo","21/02/2021",17:58:45,"accidente-choque con lesionados","ALVARO OBREGON",19.34259003,-99.18945,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9047","C5/210221/06558","21/02/2021",17:52:54,"Domingo","21/02/2021",18:23:33,"accidente-choque sin lesionados","IZTAPALAPA",19.38306996,-99.07611984,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9048","C5/210221/06585","21/02/2021",17:57:10,"Domingo","21/02/2021",19:51:10,"accidente-choque sin lesionados","BENITO JUAREZ",19.37258001,-99.18732996,"N","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"9049","C5/210221/06593","21/02/2021",17:58:43,"Domingo","21/02/2021",19:09:25,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.48680999,-99.09417996,"A","URGENCIAS MEDICAS","RADIO","GUSTAVO A. MADERO",2021,2
"9050","C5/210221/07437","21/02/2021",19:50:31,"Domingo","21/02/2021",19:59:05,"accidente-choque sin lesionados","TLALPAN",19.28673,-99.15714,"D","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"9051","C5/210221/07440","21/02/2021",19:51:41,"Domingo","21/02/2021",19:52:57,"accidente-choque sin lesionados","IZTAPALAPA",19.33392996,-99.06378012,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9052","C5/210221/07444","21/02/2021",19:52:21,"Domingo","21/02/2021",23:52:09,"accidente-choque sin lesionados","CUAUHTEMOC",19.46338002,-99.15500988,"A","EMERGENCIA","RADIO","CUAUHTEMOC",2021,2
"9053","C5/210221/07452","21/02/2021",19:53:36,"Domingo","21/02/2021",20:13:48,"accidente-choque sin lesionados","IZTAPALAPA",19.33392996,-99.06378012,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9054","IZ/210221/02329","21/02/2021",03:51:24,"Domingo","21/02/2021",05:06:44,"accidente-motociclista","TLAHUAC",19.29781998,-99.02355984,"A","URGENCIAS MEDICAS","RADIO","TLAHUAC",2021,2
"9055","IZ/210221/02633","21/02/2021",04:48:37,"Domingo","21/02/2021",06:52:13,"accidente-volcadura","IZTAPALAPA",19.34391,-99.035846,"A","EMERGENCIA","BOTÓN DE AUXILIO","IZTAPALAPA",2021,2
"9056","IZ/210221/06790","21/02/2021",18:27:18,"Domingo","21/02/2021",22:17:31,"accidente-choque sin lesionados","IZTAPALAPA",19.376758,-99.007897,"A","EMERGENCIA","BOTÓN DE AUXILIO","IZTAPALAPA",2021,2
"9057","IZ/210221/06857","21/02/2021",18:34:30,"Domingo","21/02/2021",18:45:55,"accidente-choque sin lesionados","TLAHUAC",19.312185,-98.963838,"D","EMERGENCIA","BOTÓN DE AUXILIO","TLAHUAC",2021,2
"9058","IZ/210221/07910","21/02/2021",20:49:58,"Domingo","21/02/2021",20:56:48,"accidente-choque sin lesionados","IZTAPALAPA",19.35427,-99.018176,"D","EMERGENCIA","BOTÓN DE AUXILIO","IZTAPALAPA",2021,2
"9059","C5/210221/00259","21/02/2021",00:19:42,"Domingo","21/02/2021",01:00:35,"accidente-motociclista","CUAUHTEMOC",19.43948997,-99.15405012,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"9060","C5/210221/01082","21/02/2021",01:17:33,"Domingo","21/02/2021",01:20:47,"lesionado-atropellado","ALVARO OBREGON",19.307327,-99.213684,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9061","C5/210221/01493","21/02/2021",01:57:55,"Domingo","21/02/2021",05:57:15,"accidente-motociclista","XOCHIMILCO",19.26678996,-99.12737988,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","XOCHIMILCO",2021,2
"9062","C5/210221/02126","21/02/2021",03:20:09,"Domingo","21/02/2021",03:23:03,"accidente-choque sin lesionados","ALVARO OBREGON",19.36774998,-99.22875984,"D","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9063","C5/210221/02112","21/02/2021",03:18:36,"Domingo","21/02/2021",07:11:44,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42398999,-99.06649992,"A","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"9064","C5/210221/02118","21/02/2021",03:19:11,"Domingo","21/02/2021",03:43:02,"accidente-choque sin lesionados","IZTAPALAPA",19.35663003,-99.08655984,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9065","C5/210221/02121","21/02/2021",03:19:53,"Domingo","21/02/2021",03:22:48,"accidente-choque sin lesionados","ALVARO OBREGON",19.36774998,-99.22875984,"D","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9066","C5/210221/02151","21/02/2021",03:22:15,"Domingo","21/02/2021",04:33:02,"lesionado-atropellado","IZTAPALAPA",19.38481002,-99.04149,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9067","C5/210221/02610","21/02/2021",04:43:05,"Domingo","21/02/2021",04:58:16,"accidente-choque sin lesionados","IZTAPALAPA",19.39510998,-99.05244984,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9068","C5/210221/02634","21/02/2021",04:48:40,"Domingo","21/02/2021",05:07:05,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.45089999,-99.07916004,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"9069","C5/210221/02639","21/02/2021",04:49:58,"Domingo","21/02/2021",04:52:06,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42398999,-99.06649992,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"9070","C5/210221/02663","21/02/2021",04:54:15,"Domingo","21/02/2021",04:57:22,"accidente-choque sin lesionados","IZTAPALAPA",19.39510998,-99.05244984,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9071","C5/210221/02677","21/02/2021",04:57:28,"Domingo","21/02/2021",05:02:08,"accidente-volcadura","IZTAPALAPA",19.34386002,-99.03605004,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9072","C5/210221/02696","21/02/2021",05:01:50,"Domingo","21/02/2021",05:05:02,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42398999,-99.06649992,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"9073","C5/210221/02713","21/02/2021",05:07:27,"Domingo","21/02/2021",05:48:53,"accidente-motociclista","TLALPAN",19.28829996,-99.18025992,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"9074","C5/210221/02714","21/02/2021",05:06:40,"Domingo","21/02/2021",05:20:56,"accidente-choque con lesionados","TLALPAN",19.28364003,-99.18520992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"9075","C5/210221/02727","21/02/2021",05:11:39,"Domingo","21/02/2021",05:21:53,"accidente-motociclista","TLALPAN",19.28829996,-99.18025992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"9076","C5/210221/03515","21/02/2021",09:39:17,"Domingo","21/02/2021",11:05:52,"accidente-choque sin lesionados","TLAHUAC",19.2987,-99.02171988,"N","EMERGENCIA","LLAMADA DEL 911","TLAHUAC",2021,2
"9077","C5/210221/03528","21/02/2021",09:42:19,"Domingo","21/02/2021",10:42:31,"accidente-motociclista","COYOACAN",19.31685003,-99.12717,"A","URGENCIAS MEDICAS","RADIO","COYOACAN",2021,2
"9078","C5/210221/03536","21/02/2021",09:43:47,"Domingo","21/02/2021",09:48:07,"lesionado-atropellado","ALVARO OBREGON",19.32465996,-99.26044992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9079","C5/210221/03537","21/02/2021",09:43:53,"Domingo","21/02/2021",09:49:02,"lesionado-atropellado","ALVARO OBREGON",19.32465996,-99.26044992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9080","C5/210221/04683","21/02/2021",13:29:22,"Domingo","21/02/2021",14:06:28,"lesionado-atropellado","CUAUHTEMOC",19.41517998,-99.14379984,"A","URGENCIAS MEDICAS","RADIO","CUAUHTEMOC",2021,2
"9081","C5/210221/04687","21/02/2021",13:30:23,"Domingo","21/02/2021",17:42:10,"accidente-choque con lesionados","MIGUEL HIDALGO",19.43091999,-99.17584992,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9082","C5/210221/04691","21/02/2021",13:29:40,"Domingo","21/02/2021",13:48:41,"accidente-choque sin lesionados","COYOACAN",19.347021,-99.180646,"N","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9083","C5/210221/04693","21/02/2021",13:30:38,"Domingo","21/02/2021",15:18:40,"accidente-choque sin lesionados","COYOACAN",19.34106003,-99.13736988,"D","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"9084","C5/210221/04695","21/02/2021",13:31:25,"Domingo","21/02/2021",13:36:38,"accidente-choque sin lesionados","COYOACAN",19.347021,-99.180646,"D","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"9085","C5/210221/04704","21/02/2021",13:32:59,"Domingo","21/02/2021",13:37:37,"lesionado-atropellado","MIGUEL HIDALGO",19.43100999,-99.17596008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9086","C5/210221/05149","21/02/2021",14:38:47,"Domingo","21/02/2021",16:17:41,"accidente-choque sin lesionados","IZTAPALAPA",19.38043998,-99.07688016,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9087","C5/210221/05321","21/02/2021",14:55:44,"Domingo","21/02/2021",17:05:53,"accidente-motociclista","ALVARO OBREGON",19.34259003,-99.18945,"A","URGENCIAS MEDICAS","RADIO","ALVARO OBREGON",2021,2
"9088","C5/210221/05337","21/02/2021",14:57:29,"Domingo","21/02/2021",15:21:48,"lesionado-atropellado","TLALPAN",19.26591003,-99.16877988,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"9089","C5/210221/05334","21/02/2021",14:57:26,"Domingo","21/02/2021",15:23:09,"accidente-choque sin lesionados","COYOACAN",19.34106003,-99.13736988,"N","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"9090","C5/210221/05350","21/02/2021",14:58:39,"Domingo","21/02/2021",15:05:56,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.44972,-99.12511008,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"9091","C5/210221/05351","21/02/2021",14:58:41,"Domingo","21/02/2021",16:31:23,"accidente-choque con lesionados","TLAHUAC",19.25956998,-99.00227016,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"9092","C5/210221/05675","21/02/2021",15:43:35,"Domingo","21/02/2021",15:47:04,"accidente-motociclista","IZTACALCO",19.41320997,-99.05874984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"9093","C5/210221/05678","21/02/2021",15:44:44,"Domingo","21/02/2021",17:43:14,"accidente-choque sin lesionados","BENITO JUAREZ",19.36774998,-99.18101016,"N","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"9094","C5/210221/05680","21/02/2021",15:44:28,"Domingo","21/02/2021",15:48:06,"accidente-choque con lesionados","MIGUEL HIDALGO",19.39685004,-99.18933012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9095","C5/210221/05685","21/02/2021",15:44:48,"Domingo","21/02/2021",15:47:46,"accidente-motociclista","IZTACALCO",19.41307002,-99.05878008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"9096","C5/210221/05686","21/02/2021",15:45:45,"Domingo","21/02/2021",15:49:31,"accidente-choque sin lesionados","ALVARO OBREGON",19.34719778,-99.18126556,"D","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"9097","C5/210221/05695","21/02/2021",15:47:32,"Domingo","21/02/2021",15:49:48,"accidente-choque con lesionados","MIGUEL HIDALGO",19.39685004,-99.18933012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9098","C5/210221/05699","21/02/2021",15:47:57,"Domingo","21/02/2021",15:50:10,"accidente-choque con lesionados","MIGUEL HIDALGO",19.39685004,-99.18933012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9099","C5/210221/05705","21/02/2021",15:49:11,"Domingo","21/02/2021",15:50:39,"accidente-motociclista","MIGUEL HIDALGO",19.39685004,-99.18933012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9100","C5/210221/05719","21/02/2021",15:50:31,"Domingo","21/02/2021",15:54:39,"accidente-choque con lesionados","MIGUEL HIDALGO",19.39685004,-99.18933012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"9101","C5/210221/05721","21/02/2021",15:51:16,"Domingo","21/02/2021",16:21:48,"accidente-choque con lesionados","ALVARO OBREGON",19.36130004,-99.24838992,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9102","C5/210221/05886","21/02/2021",16:20:46,"Domingo","21/02/2021",17:08:38,"accidente-motociclista","COYOACAN",19.33113996,-99.16722,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"9103","C5/210221/05912","21/02/2021",16:24:18,"Domingo","21/02/2021",16:26:50,"accidente-choque sin lesionados","CUAUHTEMOC",19.41075999,-99.1809,"D","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"9104","C5/210221/05919","21/02/2021",16:23:38,"Domingo","21/02/2021",16:27:43,"accidente-choque sin lesionados","IZTAPALAPA",19.34259003,-99.07161984,"D","EMERGENCIA","RADIO","IZTAPALAPA",2021,2
"9105","C5/210221/06608","21/02/2021",18:01:35,"Domingo","21/02/2021",20:48:14,"accidente-choque sin lesionados","IZTAPALAPA",19.35041004,-99.08224992,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9106","C5/210221/07465","21/02/2021",19:54:59,"Domingo","21/02/2021",21:21:15,"accidente-motociclista","CUAUHTEMOC",19.44270999,-99.13870008,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"9107","C5/210221/07468","21/02/2021",19:55:36,"Domingo","21/02/2021",20:38:16,"lesionado-atropellado","AZCAPOTZALCO",19.47249999,-99.18045,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"9108","C5/210221/07471","21/02/2021",19:55:59,"Domingo","21/02/2021",21:55:03,"accidente-choque sin lesionados","ALVARO OBREGON",19.38677004,-99.19702008,"N","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9109","C5/210221/07474","21/02/2021",19:55:35,"Domingo","21/02/2021",20:00:34,"accidente-motociclista","CUAUHTEMOC",19.44270999,-99.13870008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"9110","C5/210221/07486","21/02/2021",19:56:29,"Domingo","21/02/2021",20:14:19,"accidente-choque sin lesionados","ALVARO OBREGON",19.34142003,-99.20255004,"A","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"9111","C5/210221/07501","21/02/2021",19:58:07,"Domingo","21/02/2021",20:01:23,"accidente-motociclista","CUAUHTEMOC",19.44279,-99.13943988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"9112","C5/210221/07516","21/02/2021",19:57:53,"Domingo","21/02/2021",22:09:05,"accidente-choque sin lesionados","IZTAPALAPA",19.327715,-99.068128,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9113","C5/210221/07854","21/02/2021",20:41:59,"Domingo","21/02/2021",21:38:18,"accidente-choque con lesionados","IZTAPALAPA",19.37196,-99.01577016,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"9114","C5/210221/07859","21/02/2021",20:43:46,"Domingo","21/02/2021",21:37:41,"accidente-motociclista","BENITO JUAREZ",19.36491003,-99.17780004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"9115","C5/210221/07871","21/02/2021",20:45:22,"Domingo","21/02/2021",20:47:41,"accidente-motociclista","BENITO JUAREZ",19.36419003,-99.17660988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"9116","C5/210221/07891","21/02/2021",20:47:11,"Domingo","21/02/2021",20:52:12,"accidente-choque sin lesionados","TLALPAN",19.26594999,-99.22799988,"D","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"9117","C5/210221/07876","21/02/2021",20:44:08,"Domingo","21/02/2021",20:47:20,"accidente-ciclista","MILPA ALTA",19.20510999,-99.06798996,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MILPA ALTA",2021,2
"9118","C5/210221/07881","21/02/2021",20:45:27,"Domingo","21/02/2021",21:21:46,"accidente-motociclista","TLALPAN",19.163706,-99.154076,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"9119","C5/210221/08170","21/02/2021",21:22:07,"Domingo","21/02/2021",21:24:31,"accidente-motociclista","COYOACAN",19.31367996,-99.15243984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"9120","C5/210221/08192","21/02/2021",21:24:04,"Domingo","21/02/2021",21:32:50,"accidente-motociclista","GUSTAVO A. MADERO",19.48518999,-99.11869992,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"9121","C5/210221/08205","21/02/2021",21:25:59,"Domingo","21/02/2021",21:26:51,"accidente-motociclista","COYOACAN",19.31367996,-99.15243984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
